sender,volume,transfers,avg_value
TLsDwzhGUDiVJhzRqJBEew73MwSUZ8bBV8,980.9998,2,490.4999
TK5mfx5huLfj1eCd8EzN1BTpDRhbRTKTpL,980.0,2,490.0
TTMLNsKJ7CnwbCfjPXzCEznKo19upUUWAv,980.0,1,980.0
TFY8Dc3Jsu5VGEZiXBuYtLAwbtw65cpDJm,979.827,1,979.827
TLX7gA5dHf4odNXyzF9VtubwWin2momNFh,976.0,1,976.0
TDb4BKKE8XqpFgrb9bt31mY2Lbpje34EMq,975.5441,1,975.5441
TVpcSUe5Wx7wqvpK1Z9uyRPx8YfTmSXJpt,972.8094689999999,3,324.269823
TGHn4zcVs532Wtwhw6TtBUq6DBWjeT8vse,972.129794,2,486.064897
TDV13YaTRnz6ZztgtcncpNUTc8k8m1rfMK,972.0,1,972.0
TLwcdSZ67kDTn1CtBmjfm79vKowCgmPuws,972.0,2,486.0
TN82rYWxAUH6extjoDRg65gak9dmZxviWa,970.1500000000001,2,485.07500000000005
TJFSPr3Rrso6JpexGjP5WAAV1Ke9a4EFLn,970.0,1,970.0
TBPkjnbadDv7XMiLN7dna8UY2atBXf6KRL,967.93,1,967.93
TXoMScxnvqCM4fy1gZZbhPCztXgMpeq6AW,966.98435,4,241.7460875
TG4MoU4kX9RKFQiswuVX3yVcGAroxpnmdZ,965.604112,1,965.604112
TJ5Z3usQwHoUBTKwVwbjZfdinuWZMf4Wz1,965.0,1,965.0
TM92m29a98AnG5HFQXmbdjXKB3gzNtrG9E,964.7,1,964.7
TWk5ErH42cF5aGbsebuMSsgC2P5FHiJgbM,962.749048,1,962.749048
TBLpkMWnLYBiKSVYFWeMBrhyRi4LEHu5U5,962.158124,1,962.158124
TE8TXvjiTAPzJ42sQjwxZvHp3W88888888,962.0,4,240.5
TRZaQEKRK4HwadJkavE3nfYs56pZsHpV38,960.0,3,320.0
TS6jTTwbPMtfvnYNnJiQn719mSxmfTKhTA,960.0,1,960.0
TQdcfo4BRg1pBaoS5L8ocvgWw1znd6gpqN,960.0,1,960.0
TXVYD8uYd5x1xL3Q1Ws6pdU9X1Ex5x5axC,960.0,1,960.0
TEwTbxm9WtpCtTAnNFh2NmEnq9C5Z7BoNy,960.0,1,960.0
TNYVB6S1M4WWV5LoGetH5zdcjfh8frDgyF,958.0,1,958.0
TFRoETVCRmv73RyPkMKEKFaLaHFcRWj3MZ,958.0,1,958.0
TKwnsosHJyeDpE5nNADK2FCFGksszKLWyM,957.5,1,957.5
TLCnzy3KCyPme2ZkrSps4rzGFM1X6xJgLZ,957.0,3,319.0
TBBW1vb8ExypBWEFY3kEzxaeK51C9ZTbFp,956.9999,1,956.9999
TFQsvgUBF244R5uom1Cy3dx2R4DyoLUSiB,956.600588,1,956.600588
TCWnDnXEvjfNSR5C8uahcuRxC2WzS5M7GB,956.579553,1,956.579553
TJ967c1KWuzNnrP7b61rHFY4dNwSo5BtwM,955.0,1,955.0
TEHncv6s7UXMmgXPA3L9pwKAFwMsMUQ9HS,954.73,1,954.73
TMPDgNw2mz3fPjfNihHHj1JB7urDYiMHyB,951.8,5,190.35999999999999
TRkgsx7ARQyynRgiyB9TQrs6cnW8db5xrm,951.61,1,951.61
TH8fSxFWbGhbbeiQPR9TgbbuaXJUmXqLZU,951.48,1,951.48
TQmpgz9g6WqU2iKCRgEhhU8jCjedy7DZZe,950.86,1,950.86
TJAtSCWq9RiHFwHwmAsLcgRoSwovu9b69w,950.0,1,950.0
TPoMB8GiZWVyzthd56dTv4hDCvY9GhiRBN,950.0,1,950.0
TAurHCLd2VsQADaaCDdpUgiucMUDxvHgx3,950.0,1,950.0
THzeWvh7wJ4AwsDdLgSAQ48vCqkCGrHtTx,950.0,2,475.0
TTngcRmMTykQaJN3VDY786GNN92UGQ15y4,949.0,1,949.0
TPr4M38Aw1kMkkmX9fzks7Mn4bb9EJTQad,947.92957,1,947.92957
TXEkWuJSUks2KH5nxnTTrH4fVgP3Dyx6ih,947.578023,1,947.578023
TWT6pE4vwUamu5TxwkuNrJ8MTQZ78Nrxxq,947.0,43,22.023255813953487
TAEXoykmopMQK2QqgS3Hcp9DGEabYbWfiC,946.0,4,236.5
TEGMv6yEfJ9VBsW2bACqkXuYcgPBZhspLr,945.0,2,472.5
TFVWnEkw1nKaRPwvEZW8F3EjRVSj3Pw23G,944.640141,2,472.3200705
TNxPxjozN7zd7gZ4XYGVFiwtkcK25Ge9eG,943.0,2,471.5
TDmYoukfm3zLzbF6QWFUSVNt1tCbbDAjL2,942.578,1,942.578
TRUtZmGyJUMbGT4bXGF5zktMVjmxR5o58X,941.0,1,941.0
TYyvztHvtFbWbFKgub5x72XELeMm612CvD,940.893054,3,313.631018
TPCxUWxG52fERZtUtX36TDThQr8DGhfDxD,940.0,7,134.28571428571428
TAsknNgkKn9dU5dNyAgaBppiDVCkpEfz3h,939.0,1,939.0
TRQGkRBnWM6ZsxTN9SjQJjFxdRuTT7pH9Y,938.0,1,938.0
TV3nebKufRp1BGn74LFhiZ9M6j5akVbkbr,936.0,2,468.0
TTVkjWuvuEKjyVMDXhZE7m7M284afJ7SRa,934.8007,1,934.8007
TKSURNCGDw5vBsAS5e8wJwX86Kati3HFTk,933.0,1,933.0
TDhb82KHi21FmNqqoLLrjVxTtDBw5CBrWa,933.0,1,933.0
TWC4y61JY1hcoC3TnHuJuoywFCN8JshA3U,932.9369,1,932.9369
TLg9v54PCtpwivHtb7HwzGitefGNB8TYWu,932.0,3,310.6666666666667
TQF5AMkJkjZypWGKk4TVGHAiVZ7tpDS8yr,930.0,1,930.0
TE66LCUu6gEMQMwVUw29ykQGFmNnPWbdge,928.0,4,232.0
TBGPNbjyAubAt9pYqwt612mmdo3tteLYyy,928.0,1,928.0
TTKRLTSShydACsqteyZxkCJy6BqBSSVRYA,925.367971,1,925.367971
THnZHr4eCMQBxVeQPpzGNFDKW6czdyeSSB,925.367971,1,925.367971
TVmB3UzgEAdcZQZrAG3WzKiQhxjuPvguC3,923.0,1,923.0
TFCt1YBYuWdbfQBe3uRPQYbj984A3DVoJD,923.0,1,923.0
TQobMkg4hetgLcBFvasZXXDsmYwqwMRQ6F,922.0,1,922.0
TWrvvREPqUspA8WSMYsZCBDN5pB1aNUvGo,921.91,1,921.91
TE8wpUwDDL725FejdhsUDe9iSRoDPPxr6A,921.0,2,460.5
TRZWK6Da1P1hzzB1e61ozBjcaJeJaU5RNx,920.52,1,920.52
TSNaqRHVae9a4T3vavaNcP4uWU56QPAruD,919.667903,1,919.667903
TMnqu4FuCzkp8QZ1hhfiFCc1mrwtGbxNmJ,919.539961,1,919.539961
TM4JDT9QV4W424ztdB4X9EXekFApJTsLG2,919.051245,5,183.810249
TJwYvqZpUFHxbA96CRQarfwASJhwDsWVf9,918.764497,1,918.764497
TYhsvYnA5bcr4mrrcyVnCi1VXyQ1N283Lt,918.41,1,918.41
TEiqH217r1yDBpNwXiAVuYD9L8YHgMKC3V,918.0841,1,918.0841
TCdGPfLXzmAuMGBsmzqKPYzS2tcXJncMbK,918.0,1,918.0
TWCCjBM1XefinJJn1zg3o1zhCuv39MJ4jS,917.0,1,917.0
TEqa1ymLfBwAdrqj6wVseM7PwouYYaZDBc,916.0,6,152.66666666666666
TXRhkDMUXzwrMgzeq4rksy1H4vCD1myDnW,915.601,5,183.1202
TGvtDozXmNBgWfhNLW4bq3d7u9bfY3CsK7,915.0,1,915.0
TQ1grCRbA19k3BLXZwPbDT7cm2MieaxKMe,914.56,1,914.56
TXkDzB577Zc4NJXXxvxVBm5V2qPE7tznTT,914.46,2,457.23
TNrXhPTcDX3aTQm31dttMVNXFVfRzL4F8Z,914.0,2,457.0
THPN3Rwt75uwjGoMUCrjCdMyd3KBFD8Cid,913.0,1,913.0
TLK8jhDrMKjBusrJfU28EbJKqskbA18Waw,911.940256,1,911.940256
TGV1LQnVK8KFKTdTc9TzF3WNorD3LTh2RZ,911.1099999999999,2,455.55499999999995
TQgBgpJ4wexiNRshcKAHuHWcWbTZFRBSaB,910.159247,1,910.159247
TEk7Trbnmj9yiMVtbm2Tow3iFJhyoEs5B9,910.0,4,227.5
TNeKyAZpb5ATj4dWALixYpi1Gks6Ly9U8c,910.0,2,455.0
TPWuxC8r7KPCRquAg9qWqts4Wm4ASFbxz6,909.0,1,909.0
TKjfGzYfEmW6cBdjRhJJupReWE2vgUY2Zm,906.804811,1,906.804811
TEoaohuinFmXRT9cRmPPLDHsctQ4bAHEqR,905.3172,1,905.3172
TN3R2ngyogE7QNqnfKjAe7mpEwUCziGkPT,905.0,1,905.0
TYDmooePXRTkbynRdtaVaPrBeXeA6sqb6g,905.0,1,905.0
TSUYCjmeDuswzY9qzJNuwFBUcRwKxQ3KjN,901.133903,1,901.133903
TAwDYtmQ7RtGspGpQwr8aqDiNtPYXEKuBz,901.0,1,901.0
T9yfjmYYfddAQaFia5uoirdEg9LR7mfYV5,900.501617,6,150.08360283333334
TXTXTM8DUXKNKHvfbxxZFSetzmNzr7AhwC,900.05,1,900.05
TBuANTaxToTMgQFMYmGxtitVHfCHGfD4ac,900.0,1,900.0
TF5wa3EN83h1xKTagfcseTi655jGaLTcvg,900.0,1,900.0
TYid9H1owx6DE8QaH2Xn7UpEbPVsDzBqCF,900.0,1,900.0
TD4imLn9BXzNT3EmyVesPBTLyWPrZseTtd,900.0,1,900.0
TYpaotXiXuun7Jv25QFse4UTRUjT4CYoL1,900.0,1,900.0
TP5AGXAZUa4BpoSq5wWwuUrYCoFxsDqXzv,900.0,1,900.0
TX7jZA4nbLdqM833wDijr9mCpfaY9K9caa,900.0,1,900.0
TQ5xtQ9M9U2PgtLoyRztTKHekC8WxCN1VQ,900.0,1,900.0
TGeMPVFkPnkbUeiB5E8fX7s3uYbgF5euVk,900.0,1,900.0
TWsHN5aQtAa2CrbGJ5zWQxfEkugSHw2TLf,900.0,1,900.0
TLhKaPWeg95xgkuc2jAoqoKcQZRDTcMZDP,900.0,1,900.0
TEky5rYCGbJYzD112iUvbogD3VGPgcwEKJ,900.0,1,900.0
TEZPd753k8YZmRQB8RUBeUd6LmPsFQZfN5,900.0,1,900.0
TCy8Z63wZzBWb6NRNh2sAxxbF9ftMnfGTi,900.0,1,900.0
TAECMsmaBvwZQ6shdbdvtXwmn73tSVtip5,900.0,1,900.0
TQSqizuS76EpTTWSZs1xLS9GjmYYo9rg9T,900.0,1,900.0
TBGDGMtZWJeDj7Fu8DZKXt6Z2xb1auuoUk,900.0,1,900.0
TTGVbXc28FLmTeTkPCyz4bhso3cBWFfuzH,900.0,1,900.0
TRpsY35dQgdcFvK7SPJNmXJyN3rpVar1Gf,899.499096,1,899.499096
TV3JiDxhapuvjCvAg1rzU4XMhbcW14ktzF,899.499096,1,899.499096
TLGD38x5w1YHWNoxMFMzvHsYYQi6oQYWCL,898.71,1,898.71
TQkjXv8e6A7dsj29is842mEXYmZd3VpFf1,896.53,5,179.30599999999998
TE4jMRjBTdBTyLWFCsPBsdKhm9TGtER7K3,896.36562,1,896.36562
TALcHf9tfRmUGZwGue1RFz7wmrcspTgTSr,896.0,1,896.0
TFkokQbBB63wpg6jpGRgZqAs76kRjn3eer,896.0,1,896.0
TMp9EsCb1u22shSNEHQGzCx7m6a3Rd4xYY,894.34,1,894.34
TEP3BTQC8nkF9iFRwMu36DcsR16Fnx2UK5,893.55,1,893.55
TX83UVht3xv6vAF9nYHc4e8wsBjM28MCmA,891.0,1,891.0
TXH4AzMJGrJ93QVXfWbiS5zgaxjAfxaohj,891.0,1,891.0
TUwqKWu7qJ7cdBq1SE6QxM5r3JwLUoYZVj,890.0,1,890.0
TFhoA85SQh2qTfx3Hw7r19p2hbti3Xcibb,890.0,1,890.0
TDF1VVJUW63jy8vpYvG7ADyf5HXceKBFoy,889.263537,1,889.263537
TH4EWYBd2VCXxtz4FG5h1cPLMQgtCNsZWa,889.0,1,889.0
TK7XiH4na7CWMkxYMZAzizFcAEPAmq4tmF,888.0,1,888.0
TFx1mnpHV9Z8nCBLwiHViz669FHdvXfuEg,888.0,1,888.0
TEvaWa4mn6FbB9gAZw5kQAJf48aPJKRev8,888.0,1,888.0
TGgAvaqYRGcTv59Lbcj5QnkAAFN9xvMzxJ,887.152815,1,887.152815
TNp3gz7opBid7NzmiERh9k5PoAhYnK1XpN,887.0,1,887.0
TYD6KoED3agVKyayx2ETVa4FnEaEeqxNEv,886.77,26,34.10653846153846
TYa2peKZr4Sh698hhaTvSAhf2BB4j2XKDR,886.0,1,886.0
TQmrnAth4kkJh2qdNvVBxgSC9zsZEEPiTH,885.39,1,885.39
TNyZdCetVQqu6zGpX3LEMnw1C4YEWfD92k,884.8,1,884.8
TBKDAjtVBvnfUhHuoLdHsZPbp4yVK3SWPd,884.37,2,442.185
TLQ8JHMzM1dxqUhf5r4hwmMhRbycHN2kdD,884.0,2,442.0
TTgJYU1vtqgBbUHWtEy6WhYXQHMVGB9NXc,883.0,1,883.0
TXDP9BfKMsmSnykrSkVvr8PMueyVame78q,881.0,1,881.0
TSEVpd1QVc2dzLYAjCx7aAXYXfJ4Aybhxa,880.791892,1,880.791892
TV643nQ1wWa1TSp4XFGdeTyrnFw8cYh2DP,880.572372,1,880.572372
TWQqpHjBahV3tTm51JWoUq7ez5VvSJ98gs,880.0,2,440.0
TBdMAaSvveUGpsWHEzZLHUSwBLFCJfesz2,880.0,1,880.0
TWBrtvvwFXxL2i4tVMExoZDdYnTFShTVxY,879.0,1,879.0
TFzZ29Qw65YWumzoPJLttYrfvRYL9oqzDu,878.95,4,219.7375
TNiNybS9agCcnqxUpRHU3exgMFSFt3uNDd,878.8701,1,878.8701
TSPCZcA5R15eUk6e22VQpQvQPcMuL9NsXp,878.86,1,878.86
TTNzeTxzfWuaQuACYKPY45kCoVfRgcjPbN,878.439,1,878.439
TWYTjXCW3DYobrx8sZ2JmgryHLgm74yLFn,877.0,1,877.0
TQyZiWUbk8qEyzL4uUQJsqaHJBeRzdT4ky,876.9681,1,876.9681
TDKKJgbjf1Jpm8fYwJQkE2iv1EK4bXcgWa,876.424189,1,876.424189
TBqh9CgRZp34jBb3XJiQFT4Tkv4q475KoH,875.8100000000001,2,437.90500000000003
TTsrJTYhK9RvBAkvAFzNHnuRMNFtvJidd9,875.68,1,875.68
TNRCwEB2zPD4EhgUzVZ3Rk67c1UnZPoRg5,875.18,1,875.18
TYUfVn5b3UhoFTy5ggkjiubm2tvxxQQU6A,875.0,2,437.5
TFji3fushfYmZJaKZqanSFSxbdfxPc4AS3,874.0,1,874.0
TVzgXaR5joufaQ8z8rpuye6B9GY9foAcb4,872.28,1,872.28
TBLdfagqCNJGZx2LCDaNJT7eB3qyoMieEy,872.05,1,872.05
TJ1UnTKJCznSJtFUi7k8MCN3dvcFehm2V4,872.0,1,872.0
TGVWUBxaPo3o6e9MJueksqxv1DPigKX1F5,871.724984,1,871.724984
TGBwkH7Mue2YrM8MFPPCBigjzKUKnJGERK,871.0,2,435.5
TLEbEsVjUnr7qFfk6TtLW3NMQL24JvoSrx,870.0,1,870.0
TBmQ4QrFivnoKY92KSj2hLbpUrwFh24cnM,870.0,1,870.0
TRa94PPP6hdMs3i4UCJXh3rDUJmQgbQq4m,870.0,2,435.0
TMStQNfmA39HEWAnCFxZLFv5MjLBGZEvUp,870.0,1,870.0
TR31tguWXSQ5qX5p9kthMcKyUou1XsmKcA,869.25815,1,869.25815
TRuVsMEBdRpgF6LEV3JzraC1P5BBWk5aFB,869.0,5,173.8
TKxSgmF9HLsUyn1Msj4y3vaJPCcmis6nAm,869.0,1,869.0
TXWYCKgdy3YHacMhKisjmvu6YhWDKuwaPj,869.0,1,869.0
TTfg2vaTadQ2sq3sTg3CEt8nvsdw3vVfcF,868.4,1,868.4
TC4m3BDftYZkKzbqtq8L4UuaqaymA9kjbZ,868.4,1,868.4
TMkhEBqmndYkDwijhy4MBNvSNvJTvr65yM,868.0,1,868.0
TKywgbsuSCfjKCwxftJ9ipCdXUCv5A2Ny1,867.2732080000001,4,216.81830200000002
TAvqqtdPtuYYWVukg5L4TgVGzK8557vMQE,867.155086,1,867.155086
TUYfqQMjLho6un88MKc3ChoPg2xkt14qrB,865.860143,3,288.62004766666666
TNAhcCEQYBcpk4Dq75Q3KRz9eoo1QzEV6K,865.434211,1,865.434211
TVJ62RFPdMW9ihTfop6gHPFHJL3vvDp6k9,865.0,1,865.0
TWvGwEohQV6gpSo5SXjPjmtZuUdoQPP6Yg,865.0,1,865.0
TD8ZoCELhx73SU65un1YBivfPEtbv8jjxb,864.55,1,864.55
TTFnhE1xV8Crc41HC1oy3D37kL4Pvx8ZZD,864.55,1,864.55
TUYa4LTrTLw7aVszkwWeSg9D6PagvGnL1W,864.071223,1,864.071223
T9yfHiYb7RdraWEXJghyf8a5CYpDqELotU,862.27,1,862.27
TCt8jZot6FY4kgkNfSXg4pRJzXKX5LC4Uh,862.0,1,862.0
TTctZDyNdDStc4AFs1UtEUFXpMaMXakiET,861.0,1,861.0
TLqkvY4xTMuDXaQSFZwpdMbK1JjVq5kBPs,860.527741,1,860.527741
TP7gMiSuUKkRxRFoCC44rNmUSRZBXCWdK9,860.4,1,860.4
TBCPG8n8s38U2Koe2MWPZyBXYT8Vyfqspt,859.0,1,859.0
TQ8whaBGPCKyJf4QUk87gWUaPNvWBENaUQ,858.0,1,858.0
TTqcusDedUuo1wUg9p8G38Bgz6y24ZAxKe,857.14,1,857.14
TEdZtidKwhwUQsffLf9pXHtfd7CvA8dgvy,857.0,1,857.0
THktwEYQ6d3LLBvczG3UCvKMMgssKUexZh,855.52,2,427.76
TT1tk1io3hKyDFyJrPZTWrfkRr7LmQH6ot,855.0,1,855.0
TFcDktvsz5WPFNM5srUxK1f4L2LHVMz1aD,853.0,1,853.0
TCssNP7p8DCJhZYYr4BNkg9TxHvBe6pqif,852.700855,1,852.700855
TCnPfsLwjcCc53pa1EJNFoscB1WnEXCzfS,852.700854,1,852.700854
TJafZhZRRHEvJXavpWsPHEPKk6zxX1DcM1,851.77,1,851.77
TFYoRp7bVjFaRGwaao6FrFXfJ9EY4upgJz,851.06,1,851.06
TUA5fSUPdjZbjwesuZgFmpkQXeb1F6RAMY,851.0,1,851.0
TFug8juRBWWpjtai7skrk1qZCxANyKMQuU,851.0,1,851.0
TEwT9onqhPbHC7cVi9eL5Ny559f9cbgyzo,850.0,2,425.0
TARee2DCUpPM9PHeMzrrxbAsJ83YEwdpTe,850.0,1,850.0
TJaJmtPm5xui1y4kRevEcjkr5rznm6Pzuc,850.0,1,850.0
TYmiUwUm1Bgqep2mXT6pLkGjeyXHJrEFBq,850.0,1,850.0
TFNLLjvbHeKJanyEZ8QAWwUcRMVfGdrwA6,850.0,1,850.0
TLgGrnxJy97aNTZZSuTXAcMpLSSbwsAMiY,850.0,1,850.0
TRbPzteUWQgDcgNJKJoFwVPybUa9th7jBQ,850.0,1,850.0
TJSuKJAhp2GC4WhpxzxPf7M5JWJAYAKwTH,850.0,1,850.0
TWL9PYVt1KturUMNjU24wG7zq2tVGowWiM,849.7645,1,849.7645
TH9m5xNmwhHCh74bMbfsexkHMjdU9u2UJT,849.23,3,283.07666666666665
TM5nEZXTD4sWLYimScezy8DCLWtSoLbdAn,849.000045,1,849.000045
TFJBXbEfhVAph8jSWngZ4GwQ29u6AZTRqo,849.0,1,849.0
TDuii1jSnVz4Byeo33ZtA7uXwZpWeV8bJU,848.664682,1,848.664682
TM4VnovCjNJ8wHjj1rnxfvCYXHtAmu1Zmi,848.0,1,848.0
TYrwCrfzJTaeeiNotCgHUfXQpRRyH8WuQM,847.511611,1,847.511611
TPgTvtsNMdShckEPSHz778UP5EYLErbH9r,847.32,1,847.32
TJSJSRWwrQPtKZy7xzjqi9B8NyFK7eq547,847.1353,1,847.1353
TZ1QTGdYb1wEG3f92xRSSZdwF3rNddgTyA,847.0,1,847.0
TXXuZwfsBjKwM7mysqfFaGZTtwXCR5vejp,847.0,1,847.0
TMD5PSZjAC9eC3KGuDLUD4ehbwz9CPtydR,846.0,7,120.85714285714286
TVYjtn9RPoZLMLVcFGUt6W9qNDvoejiLZG,845.0,1,845.0
TAmwFGDCMjeXWuSkKn4EsAzcW23wox8djk,843.435898,1,843.435898
TF9dho8yGUTpbjhSZWZ6MF99sqBcZZE2CF,843.0,1,843.0
TJL54wBwM1Xms3nzzWjDqTJMDfpDw8JckP,842.88,1,842.88
TXx2RdxRcj89BqQGwgGrR9qbBUtg3zx76e,842.02064,2,421.01032
TB61AuftT1CTtkmiv2q2pCz7QeyTJV9gxF,842.0,1,842.0
TF9PtkhgtFNhLFcPHZ7LZJXCw7FzfcyBkj,841.76,1,841.76
TYTf9bQiMqikvT8de9Q4BEDoiohQqd5PFy,840.97,2,420.485
TVLwtzKXn86C2VSvhkQutGmozrYJcJLKzu,840.0,1,840.0
TDz5yknJR5USgZyZA2QMBYBAZ9rhSiZ8V2,840.0,1,840.0
TTaC3e99QoHYy7nkMbcGNKnzs6xajEjWPd,840.0,1,840.0
TRE7Q3p68qMEhUbNADTyRfmbYt2KgRwpHC,838.7,1,838.7
TRnnGZqbpxQHe1BLJMKMg5ZWv9aw8KkS1S,837.618086,1,837.618086
TWuF1XpCbjWYU5FeEeG4tDn7pBzwe7fjNa,837.0,1,837.0
TDSZ9kbchxKitmTsys5X52pQagWbee4ji4,835.0,1,835.0
TAwy9ypMHixoi3XLuZkYKT8fPsNLym1BMq,835.0,1,835.0
THPzHj3SdPqE19Ham8hPWrJbQNdMbrGdT2,835.0,1,835.0
THgRRt2ZqANFzBNPQe7vCQLwm6pzTAmnzh,835.0,1,835.0
TMih9fwemwnhYMjQFktT43S1rL3LMS2Ufu,834.0,3,278.0
TGmvna2QvhaYhQxxqnpUsTcnsUoqgMPjDc,832.800069,1,832.800069
TSTyyMQFhHSLHFJ29TdaiF8pq1mzN3BZPp,832.41,1,832.41
TDemjtT6s2kQgfC9DN28EYSxvFrdABYUVQ,832.41,1,832.41
TFLYERffCw31Jdhg8tYsgD16QFgxoypQKa,832.0,3,277.3333333333333
TU3rLY7XYLGTQXHEFwynMxx3LNYWjQfe8U,831.255705,2,415.6278525
TSeMCP5CZxD91bJdvEsXWU9VaNYqm1g2Te,830.4874,1,830.4874
TJCYYZDCSxYzW6ogK5gJFgxCpMqCnseVq6,830.0,1,830.0
TL1tawi3Qtak4q6AwMWx7vums9SEGiCgfY,830.0,1,830.0
TRpfsJATsqtw6CJZNTZz1LqEuoVthRY31w,829.0,1,829.0
TTiKv2tSkanqzjkp4MDaBQiLhbFnUDvS2s,828.0,1,828.0
TKqgbjKW2CuazzMkkinos8nFQeKwtFb3gq,827.0,1,827.0
TNKEL3rUdRvySWQcn1KcKc8s6ccGv6qtDL,826.446281,2,413.2231405
TL7P8xt16NqoZbnehnVacK9Q9WDX2QJm8q,826.446281,1,826.446281
TEWKkzP7XGDfpexs9r8d369ahpjUp18jtG,826.2399999999999,12,68.85333333333332
TYak1iqEjZW5hCrnv4orXZrsm5xj8trMga,826.0,1,826.0
TDKLKek7j1fPDj1pZU99x5iStJmzWquCgv,825.624283,1,825.624283
TG1bx6RR9BQuidk79V27JXTmyoVAE7ZmYN,825.5876,1,825.5876
TAT2nS93CwivrQA8mv615nfWT6mzSF2ti4,825.2525,1,825.2525
TJtQ2V4groFt1vURi46CJ77MMutXtvsNHb,825.0,1,825.0
TRXFKoMovTCcY9FgNsXgWq9Ew4mPA5ut7n,825.0,2,412.5
TXZttcxbEh1j7hjsy4G2sa79fmK3j4pDMB,824.03,1,824.03
TVuAnirPE7DhfoQpwHs5Lr3GJUopAYEh7f,824.0,2,412.0
TAMLiM3ckvrTuhquygfYLjNoBHxvoBsDL5,823.87,1,823.87
TP8oaM3Rsf6guS53XX2HrcBkm7umJpYPkW,823.1410000000001,2,411.57050000000004
TMgEid8q6agjHZefTKitn4Qqh8xQMufK4y,823.002304,1,823.002304
TY1F7dfehycxr7SMyn4eQe3eVtCXYw9eYn,821.32,1,821.32
TY3BU5jcBhD2tX92NyH9VcPb3sj3gFW9XS,821.32,1,821.32
TQqeHtoK1aZTc6oypRtYYUoSQK6utCy5bp,821.2,1,821.2
TKLHpN2W2E98rG6eQFZiu7TQguVP9aZSKk,820.0,3,273.3333333333333
TYKx925NH9F9EAQ5moBW8nevqjVBrH9itL,820.0,1,820.0
TXrEnaT6h9N9ESYjTyGXckj1wJ6QQCZizr,820.0,1,820.0
THR98yMTPea7UkaD1N7Uv5Cbw8NqJ1ucV6,820.0,1,820.0
TZEpYoiFWnbtHoxWbTCs4oea6W2JUzpkLE,819.65,1,819.65
TDSyTCtWXYqabBKV7QnonjH2jQhM8p3GDP,818.9002849999999,2,409.45014249999997
TNj5aDZZDGdgGsQbEQuu4XhKoGKWtnqmuc,816.0,3,272.0
TLvTr7hzB1USHJ7dfvnN8QtgmEGr5d12xb,816.0,1,816.0
TXQoDAmDsnhip9P9jAB1L3twpV7B8SJTdP,816.0,1,816.0
TGWM4DKVsQDrpkYHR6xQFxrLAggKohDkCj,815.84755,1,815.84755
TSQxYMT5vkyXjWmePm9mouh3Z1ewX4zQGe,814.0,1,814.0
TQEAJRN1uMFVgDeqLD7pRs3JERgQ56aMhD,812.7715,1,812.7715
TRv7UJxkBnrmNgkk99Rt2a866ccYyza3xu,812.0,2,406.0
THjB7Do4UNaGxUmD6bxjLaWghUgciCajiH,810.146,1,810.146
TDxvam1qk6ayufaMUcttFvE1mjgW2RoqQP,810.0,5,162.0
TD2mncjrBqhi5L5ka7t2RZt5Q1gFBVUBD3,809.1293310000001,3,269.70977700000003
TSfvgJuF534bsjNyn5wqfDMEoeVz9tHxb1,808.0,2,404.0
TK3DTWykMv2Mxo2VQ4jsiU5t8G4YyVH3SL,808.0,1,808.0
TAtnJpTT9PbrAZzhzGRQzvYjpNxdC8BGYp,808.0,1,808.0
TES1PgfoTE8fMRBWeyJgxqmRB2uss74nVm,807.1,1,807.1
TX1qUZWs3P6FDtRBL3jg2fNZTedesHqxse,807.0,1,807.0
TERoHdTt8H75Z48oivXQhVEevgPrzdMXtb,807.0,1,807.0
TL4tFf3jadHpMSuGiDsGWm2UZBYRLj9TAs,806.97,1,806.97
TNWDu1yqY5zdEYfNTaf7YraJQfg13FmBCd,805.2267879999999,2,402.61339399999997
TGn6xjug5KxH7qfNnwFMjJvE9qZ2seeXvn,805.01,1,805.01
TDL8uBC1UYX4sozCTCG5V1cdYtNsvNDeiF,804.047909,1,804.047909
TRUxFwcx7kvyiEzka85eXyP2n84B3rTUJC,804.0,1,804.0
TBZcRfCBRNytfSpkXiaun8qBVZqawf4njz,802.0,1,802.0
TRMgM6GusdTzYgZky4b2F4TQGqe6qfJvcr,801.76819,2,400.884095
TY3ZyjLKuD11zoTKDesvM5s8PzoTPah3tf,801.6646,1,801.6646
TAedTadBZyjiVY3UBqZtJh94heR67JkaiF,801.2,1,801.2
TX81a24YAQqSMXD6FwWZQD4a2wMSTg5YKK,801.107642,1,801.107642
TNr4dx1Ai7rKss8Cg28pnSWH2xDX88ump5,801.0,1,801.0
TMFGLp1Ha8J8YrsJWXRqEbe6tBWSBqtZ4A,800.501617,5,160.1003234
TX1GDYArRJrPBMrrkob6QN86GdNhtp7orY,800.295396,2,400.147698
TP7hRU7hNhfqNvPWx5k6kfRC7a5QnAivPg,800.137097,2,400.0685485
TCjoJ6cy1dTyRBQLBPEqChNQDq82ZXFVMB,800.0,1,800.0
TNPdX1cQKeV4d1Kcb1AX9KEGtgEE4xNAit,800.0,1,800.0
TWgsP8nNaPrcB2WB19Fd3tjnFbSFuxREmK,800.0,2,400.0
TSZ8Ln6RyM2B9XjfHzUf16VaSmEuzjgvXj,800.0,1,800.0
TKhvhBnFfJ8V8nav9eoGBNJkZnY9crFtEE,800.0,1,800.0
