#,Account,Amount,Value,Percentage,Last Txn Time (UTC)
227,TY7pJfEHfN82BV8cD5GgHQzXPhx6Akdw4w,12000000.000000,12002423.02,0.0001,2024-05-28 06:44:33
228,THY84dJ4EPsPddwJP2URsqkDzHwVB9uk48,11991287.364988,11993708.62,0.0001,2024-09-21 12:26:12
229,TY7DK7KXtvkPZxED9wARc5UMoHvbYd7D9v,11967915.000000,11970331.54,0.0001,2024-09-20 23:13:33
230,TQTgNHaHLPEcCsvfFciriXLvQDktWNQ7yM,11920563.988321,11922970.96,0.0001,2024-09-14 07:52:27
231,TJ7fpTmnQsnuRo9advL2GVBaXm9oAyZ4wB,11919708.286339,11922115.09,0.0001,2024-09-13 07:22:00
232,TYCbLWarBu39Wytz5eVzNJB4nNmU6fscTT,11894294.190000,11896695.86,0.0001,2024-09-20 07:56:03
233,TMn5WeW8a8KH9o8rBQux4RCgckD2SuMZmS,11886735.870880,11889136.02,0.0001,2024-09-21 09:56:30
234,TXHrHHBMjrhDxRzSrjqNjDycPXeFCetCaS,11862923.805654,11865319.14,0.0001,2023-11-11 09:43:12
235,TW8RiQyxyzETC99H5P6kkRXoyK9RLgEAvq,11861290.616275,11863685.62,0.0001,2024-09-02 10:19:30
236,TSSJDxpeVtthCAsHuR97RaQ2ZiNeAWbDDt,11791804.685669,11794185.66,0.0001,2024-09-19 14:57:51
237,TTkGFS1qy7RXq4GcHCvXZU1AYrNJ48CEZu,11759932.000000,11762306.54,0.0001,2024-09-12 11:26:51
238,TCJdBmt3TAZwtRQ6uDgvtZoiyjqhHm4HJB,11750010.000000,11752382.54,0.0001,2023-10-19 15:21:30
239,TRWHuAp68YAjk4tP6GU2foJXmNhGSHbZ8o,11748002.000000,11750374.13,0.0001,2024-06-20 15:16:21
240,TBCL9o5cqWGspAPKzWygL49XUDSopYWWse,11686007.089002,11688366.70,0.0001,2024-08-04 15:36:24
241,THTEbVUXbh2YjPDXbjJJKhLiu9VbYvZ9EY,11622177.028024,11624523.75,0.0001,2024-09-20 13:37:24
242,TQTn7XQmZ9p2jToTV2rPbrVLZSftaZjK9y,11542710.761607,11545041.44,0.0001,2024-09-20 16:32:06
243,TEK3etkwujDisfWmtUHbx3CLS9S1wufu9o,11447564.000000,11449875.47,0.0001,2024-06-20 15:17:36
244,TSh5cgAjVPw5zhkWSjJzLpgyubSpRAj6if,11385712.604701,11388011.58,0.0001,2024-04-27 05:26:51
245,TMZLdPWDuvyBernPpPDm78PfQFF8SqM6zR,11359538.300058,11361831.99,0.0001,2024-09-20 07:50:06
246,TY2erbPsS2RsGRivXEZ2hMCNtkNkkVtNEw,11356717.782575,11359010.91,0.0001,2024-01-04 18:50:36
247,TVTeLEJXkVvALozUu95cn46u85yMZcToSN,11335292.000000,11337580.80,0.0001,2024-09-02 12:25:54
248,TXHd7PtZw4XvBbbYN97ZPmay5mEdWNogAc,11296319.942787,11298600.87,0.0001,2024-08-06 17:19:03
249,TAC21biCBL9agjuUyzd4gZr356zRgJq61b,11286451.228152,11288730.16,0.0001,2024-09-21 12:26:45
250,TAkDcUDiktfpbVWbHj5vEksxFu1Y4gHg9Z,11250000.605000,11252272.18,0.0001,2024-07-25 09:32:45
251,TJ2b2JxqCboPr8moqUNCRqGrp3ZjgomFst,11240630.190718,11242899.88,0.0001,2024-09-21 05:30:00
252,TC6NYrUMPvwxRY4W3XbcyFSoZ8Fm9Jpy5d,11231354.800463,11233622.61,0.0001,2024-09-19 12:46:30
253,TDopeG4sAgb2ywi7maTnKqhJTf5LCWbNCM,11224207.921949,11226474.29,0.0001,2024-09-17 03:01:09
254,TSydk12u22SCw3c91f8Z8DqnYDDRWaSTKq,11199271.257332,11201532.59,0.0001,2024-09-20 14:25:27
255,TVFnxxPBdgjTzYzkesb8qGoqMmzbSJuBGY,11177928.365393,11180185.39,0.0001,2024-07-09 09:30:00
256,TV2iy9NMLmgFw4BZQJJmAKhUQBA2582g5v,11159862.247787,11162115.62,0.0001,2024-05-24 00:49:15
257,TXtNkXGVPiPDWYhJVfVSG1RRQAeMvmQYjh,11122059.501124,11124305.24,0.0001,2023-06-13 20:55:51
258,TNS17kGeCNke3PRrj7tteuyiwbR4q8Ls1B,11115236.223051,11117480.59,0.0001,2024-09-21 12:12:06
259,THdQ5R5cLgAVF11U56DQgWSkUD4K55nSBk,11095674.534213,11097914.95,0.0001,2024-07-22 14:18:27
260,TRT5Mx5tYgQnTLChGkr8uDC3FfxrRqchfb,11093263.272203,11095503.20,0.0001,2024-09-21 06:20:48
261,TUbojUPizaRHJCVTuE1oESff8r6iyCMyrK,11036170.601131,11038399.00,0.0001,2024-09-21 12:25:15
262,THGooepNZK2ttaRRpiQ9CkxeSUGr7K2wkk,11000200.000000,11002421.14,0.0001,2024-08-07 08:10:24
263,TVPZeaSf96ejyzW5Lwg5t5RStPs1GoCDdX,11000106.002000,11002327.12,0.0001,2024-06-09 10:16:39
264,TGmri3M7L5bhMVZdEViUX9tdARpJ4ANdNb,10992907.260223,10995126.93,0.0001,2024-09-14 07:53:12
265,TSXKJ9DKTGWsh1Qpe3C112TEX15XeskzUd,10980000.040002,10982217.10,0.0001,2024-08-12 12:00:51
266,TF7tupaDszUBmxdyKRAkQWBYGLkYRdQJGv,10958476.584858,10960689.30,0.0001,2024-08-21 17:00:45
267,TWJ6R2EbFC5KdZFwLNj9GDiENn7WyAUjQE,10945037.984252,10947247.98,0.0001,2024-09-20 11:48:45
268,TKRZ9kXrB4mo4ojv4pvjTcSMhPZ6adpsih,10879264.000000,10881460.72,0.0001,2024-07-04 04:21:24
269,TNCneh8QPXyg2DvZqQsnFjsgq76aRe2nyP,10784144.002384,10786321.51,0.0001,2024-09-18 13:43:09
270,TVhZv5xeTyRT2wSkc3cccKwqxDUCmaVmGK,10738822.825000,10740991.19,0.0001,2024-03-29 14:43:06
271,TNBDqsyDiHB2j7NaQGyw3Kej6L4MAZGPg5,10659082.430984,10661234.69,0.0001,2024-09-21 09:59:15
272,TDZeVyGHgN5bErmWumuYRtXCrYMoUzKF7L,10654180.615244,10656331.88,0.0001,2024-09-21 12:18:24
273,TPfB4xhWE5wAhxYHHYmM265DDpjPRmt1oP,10652602.144494,10654753.10,0.0001,2024-09-16 14:33:15
274,TSUpfuoJJR5WLRHQUaEWnLpyZXckabRiED,10651852.859673,10654003.66,0.0001,2024-09-17 17:54:03
275,TAaTeVth6uuFEwWQ9TiAf7JXcgnZr3AbF3,10641218.152685,10643366.80,0.0001,2024-09-21 09:58:36
276,TLq2zAtsTxujaawqW81eRPrKYNeoq8pf3n,10618057.000000,10620200.98,0.0001,2024-06-20 15:19:09
277,TH34PazaSRwAhDXF1ZrxetXK5PyB3YTPr9,10599434.233307,10601574.45,0.0001,2024-06-17 09:25:09
278,TJRoakCuFA3oPUVtn1YuY7d2DaU6pRRseL,10563254.000000,10565386.91,0.0001,2024-06-20 15:28:24
279,TELkCoC2uzzXRPq3HZSZpsD4LnPZAVWSzA,10550026.097150,10552156.34,0.0001,2024-09-20 14:33:06
280,TUiWszQfJZHPMzeodj2tLT7ev4BgdaXrdZ,10530083.059110,10532209.27,0.0001,2023-12-01 06:10:54
281,TGN394ThGPfhAUvxUj7CrjHkjmiEUVGtMY,10528415.560956,10530541.44,0.0001,2024-09-20 09:30:03
282,THQFoJSwtsMMRKCG6B7P5kGcxJQXGi2kiS,10513560.455847,10515683.33,0.0001,2024-09-07 18:52:12
283,TLvpkJy9cn695PZLU2fEKYbfVDDpUymZvR,10392238.465288,10394336.84,0.0001,2024-08-23 11:14:39
284,TTXc32nXdJMTkWakntMLZS88HUUjn1u4Ev,10390815.000000,10392913.09,0.0001,2024-09-14 10:23:24
285,TSu18Jazh3TThcmhcwM9ZNx21z2zGESNob,10357417.173032,10359508.52,0.0001,2024-09-09 20:13:03
286,TPyJ7CCsDyJ3TVRHHUyRfQj35UHhbGSejc,10356107.393096,10358198.48,0.0001,2024-08-20 16:38:57
287,TLsKzm1kKHXgcsxwhghFh1e45AMg4qafFc,10341429.239656,10343517.36,0.0001,2024-09-14 04:16:09
288,TZB5r3sWkW9sxmVH7qdYx2AY6bar7BHTLG,10340517.183782,10342605.12,0.0001,2024-09-18 13:38:48
289,TWBQc8C49sP3TH7MhKTgxwAqk3H6AGfTer,10311156.135606,10313238.14,0.0001,2024-09-21 10:03:18
290,TQ3FYLU7XwXh3Q8RpixQbHoQ8Fpn3TtWyh,10271760.604790,10273834.66,0.0001,2024-03-19 10:53:27
291,TP33eMiyU3wjRh7DFKNsLnSnKibQzTCUMY,10268088.000000,10270161.31,0.0001,2024-06-20 15:27:18
292,TECr9SKvaoNPXAVc8em8tRZpD9ndF47Ctk,10262089.157864,10264161.26,0.0001,2024-09-20 03:42:27
293,TVNrCJ2wmBMRFLMtxVE5XaSjMpfTx2HgjV,10244887.000000,10246955.63,0.0001,2024-07-13 12:38:15
294,TGXCi4GpTi6h894PEGWKrKvLTXqfKtgu6c,10235055.932700,10237122.57,0.0001,2024-09-20 11:47:36
295,TKUVTJ4ssfKJTxr2poZyJ7tjspDSUgtRiP,10211473.750000,10213535.63,0.0001,2023-01-04 11:06:06
296,TW6uGfXnmnX1wiYwMJTNvsqfK2133rGaH7,10200028.218643,10202087.79,0.0001,2024-08-09 15:13:42
297,TVVNGhFJxr55s7mArGBnzSwMHMU46XVDTJ,10199551.645759,10201611.12,0.0001,2024-08-06 08:32:24
298,TVffjKn7grjvcjsoF8tdZ5cePHVms86Vfm,10194401.271350,10196459.70,0.0001,2024-03-31 02:59:54
299,TVRC72pWa3V7SVeA6m1Uk7RJGinujR37nX,10135657.451310,10137704.02,0.0001,2024-09-20 09:36:15
300,TVq3rvZbWXBPkyLt22nwtVBbpXukagHWB4,10107433.150383,10109474.02,0.0001,2024-09-20 09:08:39
301,TUanv1HPmBTRDGQZU8LmNcs5A9KtTHv2Zu,10026726.933002,10028751.51,0.0001,2024-01-23 14:49:24
302,TKQMNLhznSecQnphnWGNnEfDPjHfT17o2V,10025797.647481,10027822.04,0.0001,2024-06-17 10:30:54
303,TDvZps6KF6GKnUKKkb3456MMhUZcgnwEUs,10020534.262822,10022557.59,0.0001,2024-09-03 19:14:09
304,TC2Ptp6ryky5PfxHr3K356XukkaGSMe2yi,10011115.374822,10013136.80,0.0001,2024-07-20 03:48:03
305,TFmCzjvmDN3Juk5VbLPctbZ3gx2ziK8ui4,10001000.000000,10003019.38,0.0001,2023-10-29 07:51:21
306,TSrxVsZ43UkTCw9RBGm4tNxy7rHsKVHUFK,10000292.000000,10002311.24,0.0001,2024-08-26 08:44:15
307,TSBfmqWkamMFsGKc28W6dnzJeN3hxMtGqu,10000100.000000,10002119.20,0.0001,2023-10-08 03:53:48
308,TTzNuZ15TDeebMFALqsKJLkAncREdGH6nv,10000042.264000,10002061.45,0.0001,2023-04-24 19:09:48
309,TX443dTnSnEwMryspbGj3MsKH86h9XuoqK,10000036.001000,10002055.19,0.0001,2024-06-01 02:41:33
310,TR3nNgba9qeb8NmtBWHTudpXVja2KEWm67,10000009.000000,10002028.18,0.0001,2024-02-28 15:01:30
311,TAQBL45nxNTa5WJoycmwpUgc7HKj1jwiZx,10000009.000000,10002028.18,0.0001,2024-04-01 17:04:33
312,TYAvbhk7iqNCM68uVxHVXBT8aG7BrDCZHi,10000006.324400,10002025.50,0.0001,2024-05-30 10:00:21
313,TCbwLC1yBRuzzgAp3LfhuP2JCrsvheWD27,10000001.210017,10002020.39,0.0001,2024-08-31 10:10:42
314,TJMTLuzpduWykd56Q5ejG4WLoYgq6LxCXH,10000000.841996,10002020.02,0.0001,2024-08-06 17:15:42
315,TUeHkEQj7NEJfDrEHTSwDJg49L44FaBnoK,10000000.681426,10002019.86,0.0001,2024-09-18 15:02:36
316,TYt7J1FpYsGtdmjoNsbn6QP5VBQqSuxV93,10000000.344885,10002019.52,0.0001,2024-09-04 04:58:42
317,TBBnhmhBnx9Bd2WNz2xfkNqF1YPjAvwPyC,10000000.203340,10002019.38,0.0001,2024-08-01 13:22:51
318,TVnSz86tqu47J2Sepc5zn4Eb1ptW7YA5vn,10000000.112381,10002019.29,0.0001,2024-09-04 04:59:51
319,TXhxPq1CaNJtoA9a9323PB7Rs1TmHXTNDz,10000000.000000,10002019.18,0.0001,2024-09-13 06:24:36
320,TSf94pDwWgDiYSFeV3sgxk4tFsLhDLVPr5,10000000.000000,10002019.18,0.0001,2024-09-21 10:01:33
321,TH6xh6F3MpHT4eyLXU2Jin4jH1gFpTcrH5,10000000.000000,10002019.18,0.0001,2023-11-29 07:14:03
322,TFGiUU3vDQR1A7qsQ8TBb3uSWarK4XisDu,10000000.000000,10002019.18,0.0001,2024-08-01 15:55:09
323,TEfuqeTx25jxWMSic93bzms7kPZsgPRSXU,10000000.000000,10002019.18,0.0001,2024-07-26 11:20:12
324,TBNgGbrEWePUUniWyaWmnQGMomtivhHzbt,10000000.000000,10002019.18,0.0001,2024-06-21 06:22:30
325,TDgMtgAx3nkynosCLaUA6j3NUgLh2LTHqg,9999999.000000,10002018.18,0.0001,2024-06-09 15:08:09
326,TCUYGQku8TcMdgNAcgWssKYET1YNH2pWBZ,9999999.000000,10002018.18,0.0001,2024-06-09 15:08:42
327,TAbsaVEDeFmXzhqX5knjZEauzP42WB227C,9999996.000100,10002015.18,0.0001,2023-09-15 13:59:54
328,TK7wc8eQJJT5fUHQFJtHpL4uJHSt6cQ7ZZ,9995862.173149,9997880.52,0.0001,2024-09-14 16:49:24
329,TG5hjnyYM5CT5Gt7dHqDaJvJCX97v7odub,9932902.082110,9934907.71,0.0001,2024-07-21 03:06:48
330,TJEw7U8a4Asoh83EoB5Pk5YyfTadVZbb8h,9912202.826740,9914204.28,0.0001,2024-09-21 12:26:18
331,TRsTrbrzfs6Zja4Jxc3VffMwNabyYu3dGW,9891738.710423,9893736.03,0.0001,2024-07-05 19:34:45
332,TC2sZfhVs3FPpUMjdVoYS3uPFpyqwHsZZf,9890000.605000,9891997.57,0.0001,2024-03-25 05:08:03
333,TC8WxPjG7VDdeCK2FriRZwiPTFBayS9PHy,9886767.008460,9888763.32,0.0001,2024-09-21 05:37:30
334,TX2RejMrVfiVcHf3CqUUCEKf4NRTTYD5BN,9880000.000000,9881994.95,0.0001,2023-04-04 08:59:54
335,TNQ9wrNJE419fUVmrwgL5Q2tqgbhqiev5S,9822529.954779,9824513.30,0.0001,2024-09-17 10:03:21
336,TJZNamT995JerkMvsXRYmdSmPfCfmHvKUw,9800100.000000,9802078.82,0.0001,2024-06-11 02:32:45
337,TAtJB5nacyQbgqZwJG9ceDppp7ppH2HhCS,9746708.142000,9748676.18,0.0001,2024-07-18 11:00:54
338,TXwgmsqnGSxdKdfs2sG4qywiSvHXYUEi4j,9691150.400994,9693107.22,0.0001,2024-09-10 10:08:33
339,TM76c9Rn6D828ichycxLcoMSbpFHEd9mF8,9677112.873902,9679066.86,0.0001,2024-09-05 08:32:21
340,TKWc1LbSaqKYF9ACE3E1vJt1ZreaV4pPVD,9663912.426490,9665863.74,0.0001,2024-09-21 10:19:03
341,TPAHXLZ7ZUw5JnAABaAXxjY6Rpi7r6nXJG,9656869.095627,9658818.99,0.0001,2024-09-21 12:12:54
342,TJ7hhYhVhaxNx6BPyq7yFpqZrQULL3JSdb,9636521.529548,9638467.32,0.0001,2024-09-21 12:27:15
343,TQ6zZZ3PVuLZYov2Q5KqYWMsM8P2K2vE7z,9626243.417161,9628187.13,0.0001,2024-09-21 09:05:48
344,TX4YiRWZUXQ2uFqN34PD9bzXRamZwRkwXX,9618515.341705,9620457.49,0.0001,2024-03-23 12:15:51
345,TYCiSbZLPf25gjhcucsqvfrgnrTPVXBpi3,9617356.716920,9619298.63,0.0001,2024-09-20 12:06:33
346,TBxo51UVtcTqK8iQGSuCEBmWc7HtBwf4bS,9600050.000000,9601988.42,0.0001,2024-08-11 16:58:36
347,TXejeafYcBUyvFkZHVbrhgeRXx7RozAY7Z,9583245.113506,9585180.14,0.0001,2024-09-18 09:16:54
348,TAGE6W1XGoUqVFNNw3iHzmccQooyNeES13,9566802.000000,9568733.71,0.0001,2024-06-20 15:25:24
349,TCPaCufoY6iGGZi7SWVoVj6Rqj1ShY8bca,9534993.043563,9536918.33,0.0001,2024-09-20 19:21:54
350,TVu7jV71XdTinSNQ2k3upyWdFUV4xHdxPM,9509427.542848,9511347.67,0.0001,2024-09-06 12:47:15
351,TR2A9WQEdcABLfkh9hLD1WQ2NoCLwhzh4q,9470614.439300,9472526.73,0.0001,2024-06-20 07:43:57
352,TAbYuhxeE85S9ywfHNjPtwmZ4HewfPpcCQ,9441667.870000,9443574.31,0.0001,2024-08-30 07:25:42
353,TJQyCyJRpmoGtav9ETsQNKBLdKancQ3xjf,9440243.104178,9442149.26,0.0001,2023-06-13 21:01:42
354,TAJLvgUbE1Jcr8b3sHhmvFSicN12iRFJjF,9429323.842533,9431227.79,0.0001,2024-09-21 06:28:48
355,TJNvoDZwDQPQT59tquxg9ExAMtycPe4iF2,9379700.698009,9381594.63,0.0001,2023-11-01 06:50:48
356,TCKm5nRM15rR2QuHucLjeGEt1Uomy2SwgZ,9360788.908464,9362679.02,0.0001,2024-09-19 02:37:06
357,TCidRrQUSGdqJDeK6T3FENo1fDE6jmv2UY,9340704.008390,9342590.06,0.0001,2024-08-10 15:53:33
358,TZ2AW69f2kMa7P4DrdSfuxxrhkLSGRzXsd,9302239.919678,9304118.21,0.0001,2024-09-14 01:51:24
359,TALu3a58kyFAJvFBTbuUYbKEHDjFB1u8Ng,9263269.746103,9265140.17,0.0001,2024-08-12 11:26:06
360,TAStg9zznzNcWjB23d4S2vVrMvQ8EdVmCS,9254178.683577,9256047.27,0.0001,2024-09-20 09:11:00
361,TURYwFtG6gvpEyPSm55FyjJWpgQQ2rDm5e,9249448.385830,9251316.01,0.0001,2024-09-21 03:15:06
362,TRtoSMCZ9vWM2C1NKHfQjLcUrphZB8WYT7,9199000.000000,9200857.44,0.0001,2023-10-16 09:55:09
363,TLWgyAUTJm96TACLT8FNEP9LEb4V1LAPuo,9182308.097841,9184162.17,0.0001,2024-04-19 11:33:48
364,TTSFCXuYa82NJ6zBhGgz9kw3zWVaBgEVBF,9151978.276345,9153826.22,0.0001,2024-09-21 12:06:54
365,TSwAp1vR3sdmGcCsQJHf1ACw1GxNUuhuB7,9120188.002196,9122029.53,0.0001,2024-09-20 08:56:33
366,TJP6zoGwWwUmANvMdrtqYq9iWA8qMAAY4q,9077689.553226,9079522.50,0.0001,2024-09-21 10:34:33
367,TQUQ9NbWDC91XNEPehDgPAcJjwk1Ns8Mt3,9009191.490239,9011010.61,0.0001,2024-08-28 10:48:15
368,TS9CcCntHVFLiqLFZVRvF9RBDJmGYD5ov7,9002400.000000,9004217.74,0.0001,2024-08-23 13:56:51
369,TDMdaZ4udS7UKGDiwNhf64CvhGHVXXXGCu,9000996.133880,9002813.60,0.0001,2024-05-20 14:29:33
370,TYmCyh1H2PWBMR6SixRxMqSBEGvdsx6z38,9000500.478300,9002317.84,0.0001,2023-10-01 07:48:15
371,TQ6rZc5b2QwNs9HXFPsBq7DH7BwgqyMccT,9000029.605352,9001846.87,0.0001,2024-09-10 08:29:57
372,TJ5WH8437ttn8APAgVEqCupFjjAWnpGoGP,9000005.110038,9001822.37,0.0001,2024-09-20 04:37:03
373,TPaN2MdYadKQ4r7Vm61PWAoaPzLVb94oZA,9000000.000000,9001817.26,0.0001,2024-07-04 18:35:06
374,TGyQbDjJ89UpVF9njrKDuPJDhwkVaKW1sn,9000000.000000,9001817.26,0.0001,2024-06-27 11:19:06
375,TBnSsm4rHPkRdLasfx1KDAu2DFTF5py6bR,8996281.245199,8998097.75,0.0001,2024-09-14 11:49:03
376,TMYhWzoQJ1uZWsnFUhb9W1Z9UCv1Q8SNw6,8995000.740200,8996816.99,0.0001,2024-06-17 10:12:30
377,TGoPfFBjoZ6wFFia1NAFio21Pi9Sc8KFw5,8987698.267661,8989513.04,0.0001,2024-09-11 12:52:27
378,TLGEK2ycwGDdtb3e838UNbEzfGRxHRxpEo,8954746.976423,8956555.10,0.0001,2024-05-31 08:37:00
379,T9ybVYQ2SKRxL5RDWjyizmnfsj2jCR7wAD,8944724.000000,8946530.10,0.0001,2024-06-20 15:27:48
380,TEtHN4peHfTzPR9EVtsC3sQpWjMHf6SZEu,8913564.848628,8915364.66,0.0001,2024-09-21 12:24:48
381,TPYjujUn2BCvhBYYwCCsqEuDFzTRVS5aho,8911256.627186,8913055.97,0.0001,2024-09-21 11:50:06
382,TWF3K5rZD9M81zJpgiGgb36ofJmJ7Gc4Es,8893480.000000,8895275.75,0.0001,2024-06-20 15:26:24
383,TNQx9SiTzugkvv2RB8XBv8HWjFawhjV7iR,8892620.108296,8894415.69,0.0001,2024-09-21 07:13:15
384,TJSodZ8EwkH3vXbUnVXNz94Z1mGPWpViMJ,8860079.607856,8861868.62,0.0001,2024-09-10 02:26:39
385,TV2cWS7MJao38nEuYNJgQ5fJLSbJnarzT7,8799188.000000,8800964.71,0.0001,2024-06-20 15:25:51
386,TMYqaVqQWJTPF2xKkQhFMsJqVjoV7ypSJg,8791323.006699,8793098.13,0.0001,2024-09-20 09:48:33
387,TKgFA4D7ckT8dL7wnbgVLvdrWM6zA9J6A1,8786234.004725,8788008.10,0.0001,2024-09-21 10:15:33
388,TDwPRgrEnh5oH8B5RQS4iVz3hYAkqsnsiB,8784099.732172,8785873.40,0.0001,2024-09-21 03:47:27
389,TUNXdCpaH3588PgF2jozyiqRwRa4jL32WE,8758544.299927,8760312.81,0.0001,2024-08-18 13:17:30
390,TR5Q2Z15AfXBSX4PY7d389sgbDM8JTTphU,8752241.119380,8754008.35,0.0001,2024-09-21 11:17:00
391,TPRZtpGEA4cN7gEEMhECb92iTGg9KcneH5,8742780.969158,8744546.29,0.0001,2024-09-21 12:23:51
392,TZBQcmYMHZcJFcne7TGcCtkXct1VjbQQuL,8722772.572601,8724533.86,0.0001,2024-08-05 02:21:03
393,TVW7PoARKMkSjCFAHtAxJM9YvfidzteFqF,8708468.277692,8710226.67,0.0001,2024-09-19 10:44:27
394,TPZsuVntJ5kz6G9Dn6w3SWLeLk4s1qY5wb,8708015.995888,8709774.30,0.0001,2024-09-19 12:53:21
395,TVrGumTSP6wh9VWD9oMcXZiFcTFhQGcuXU,8700003.566508,8701760.25,0.0001,2024-09-21 04:41:54
396,TM1js6wbrzPVbMar8FGkXMC1Sgyw7SnPSK,8665618.927071,8667368.67,0.0001,2024-09-20 07:01:39
397,TJc6tgsgGbXDJRpUjtwXXYzGgTegcSjcvU,8626974.856527,8628716.80,0.0001,2024-08-22 10:10:42
398,TMqZqMyoCkJrxqiQuGYzgwjWgW2YBxziMV,8570864.723288,8572595.33,0.0001,2024-09-17 01:21:15
399,TGrTziLLja9KucjST7vHarBjkNd8MnkHnh,8568633.769917,8570363.93,0.0001,2024-09-20 06:59:06
400,TLsUUQZCkcrBRxEKqZbpekdq9LWfmnndPg,8530286.309693,8532008.73,0.0001,2023-06-28 12:12:03
401,TP5UzNzk4tL2Jo6twHavUM9s9NjUPSgrvN,8510199.001368,8511917.36,0.0001,2024-09-14 07:51:06
402,THFij7HjxkELBakJfjLaU49mVArahqDwjB,8506485.764636,8508203.38,0.0001,2024-08-13 19:52:27
403,TDnig4hXeQQXNQF5knUmY86T4pFp6xsSta,8500200.000000,8501916.34,0.0001,2023-10-30 07:49:00
404,TEeYX6YyDoHQHwY22KHUwMWjZCCcJpBtnk,8500000.062161,8501716.36,0.0001,2024-09-20 09:41:18
405,TSprrA1QUawro9xkQ9UFG3Bb2VwxgvJVvE,8500000.000000,8501716.30,0.0001,2024-06-21 09:41:51
406,TWuEQYr4KRLhoxTf48QHeGroXDU8k9hwqK,8486781.000000,8488494.63,0.0001,2022-03-18 07:44:03
407,TE1svRYSSSNUCLunKbKkLVBxWV6faKw1xM,8475714.010000,8477425.41,0.0001,2024-08-05 14:23:39
408,TS7k53qSoDrEeb3qnXg59SfZEoJ3Hv5i8K,8442891.000000,8444595.77,0.0001,2024-09-20 14:10:12
409,TGKbCXBQxSAqJHSYHrMT7THwWL8LGM5LcR,8432326.072628,8434028.71,0.0001,2024-09-09 07:44:24
410,TMADfupVnYYpZ7KcdYpBvWsDrLMPswUWP4,8413748.611809,8415447.50,0.0001,2023-10-17 08:54:12
411,TUjVLvYXoYiMhCUTTMwbAoxjdGTanm4Cx8,8398357.290000,8400053.07,0.0001,2024-01-03 16:57:15
412,TKsV6wjWrt4gHjotrSLoK9FUhLrWgCV7yu,8343741.269923,8345426.02,0.0001,2021-12-28 09:15:18
413,TWJ35qythKXW2vwuWYS3UFTzmzynG2uCTA,8338162.212617,8339845.84,0.0001,2024-08-13 08:30:00
414,THHiZmj8yeNackbKwVSsQD1DTpaCM472rB,8334927.596691,8336610.57,0.0001,2024-07-28 16:36:54
415,TSyXS5GrmjfLqvbvFh4HTzSQ3DT25YZZJ3,8328053.558343,8329735.14,0.0001,2024-08-19 10:33:27
416,TBW2saviihe2GANg8bAHQjgfE7uMSNhzij,8309321.170423,8310998.97,0.0001,2024-09-06 14:08:27
417,TYAnj6SnkYcFEEfxM36gx6NobgGne8n6PZ,8300060.243972,8301736.17,0.0001,2024-07-08 15:54:24
418,TZ1CBrvQdkHxoQy4qrY9vN3THuomqCiRfW,8300000.011017,8301675.93,0.0001,2024-06-24 10:34:33
419,TSqDCM4tZzBDSRSkCGW52ybbymgLw3DC3c,8300000.000000,8301675.92,0.0001,2023-09-15 12:01:33
420,TNWztErfBK4mSCPykqddY4uG8uTxnM8YbF,8293419.655001,8295094.24,0.0001,2022-08-11 09:23:48
421,TMD2cTP2mV3CYfhgYXyPGUeJMGZPEw6Ata,8289000.488368,8290674.18,0.0001,2024-09-20 05:59:24
422,TLCiR1YYcim7grFM32q7MSaUF8X3ExjXeM,8253382.956111,8255049.46,0.0001,2024-07-17 12:48:24
423,TYmS2RAkhLBMQsgyhDFedRYD2c6wwR7oeo,8206859.407424,8208516.52,0.0001,2024-08-20 16:37:15
424,TKK4X2YNDcGRcA4BNQFBPnf92Si1DqV6yK,8200003.999207,8201659.73,0.0001,2023-10-11 13:46:24
425,TE8TCNHe2tMZkGVrCvNZqaerxunLg6pK9h,8189052.711872,8190706.23,0.0001,2024-09-20 15:24:51
426,TEhDL5dLYNMCNsquUvYbV4V8g2CenV3jpj,8185512.950430,8187165.75,0.0001,2024-08-28 07:26:15
427,TDcK8okKe83Kzs3xyHTUiedXyRKDQ7KV1m,8167891.622390,8169540.86,0.0001,2024-02-09 06:45:27
428,TMk1NZF9gUeEfBT15o1Y36qSES9GQUPkzY,8159417.016447,8161064.55,0.0001,2024-09-20 17:28:03
429,THojy7ftjk4sNR2GQ2jHMA5YeXsSnpz5W5,8153830.538542,8155476.94,0.0001,2024-09-20 07:03:12
430,TSKMvmLCZTYrD17pK9tY8puL41fDvxi9cg,8149067.838962,8150713.28,0.0001,2024-08-28 05:35:24
431,TAwawUKyqPCc68DSVRzNVPoSZqLcUJRyCb,8148892.638230,8150538.04,0.0001,2024-09-19 16:16:27
432,TNLm9DusamqNPaZB25TcX1ArXhuFwfQecK,8143320.942791,8144965.22,0.0001,2024-09-21 11:21:27
433,TRrsd4682DApT9GVRS4NGabibvNmktotrL,8121755.577615,8123395.50,0.0001,2024-08-29 05:25:00
434,TGdrLFhrrRyCKV7uWdXpYy9y4yPokD1qwE,8109309.417860,8110946.83,0.0001,2024-09-21 06:52:36
435,TBmq67ez2HtSWDZ7GtpvVVF8hXbjft3Eyk,8100320.000000,8101955.60,0.0001,2024-07-04 22:44:54
436,TFBaLydXZzaRHcvQe32XDKRrYmeU9P57xW,8100020.000000,8101655.54,0.0001,2023-12-19 08:39:51
