#,Account,Amount,Value,Percentage,Last Txn Time (UTC)
437,TFKKBi3FduJcTw6ox6jv1W1sQBeKVSG5qd,8077493.381180,8079124.37,0.0001,2024-09-14 05:34:30
438,TEx886ZTtpLBj6muC5xBbiewurawqje3y7,8072051.946873,8073681.84,0.0001,2024-09-20 14:20:54
439,TNnbneRo3dehRidc8Kfw1DMcqo5eaRSkQS,8049665.315311,8051290.69,0.0001,2024-07-04 13:04:18
440,TK33GsHcPuhJZAM8oQt99yigcHGoY8BTgi,8024443.540818,8026063.82,0.0001,2024-09-19 10:20:09
441,TCHrf3kgSFPVRjCnkwGPr1UrdJ2uoc62HB,8004907.505001,8006523.84,0.0001,2024-07-13 16:59:12
442,TRjPxUraRLwKK5J2Qik12msinjPobJMBWY,8004907.013484,8006523.35,0.0001,2024-08-09 04:06:21
443,TMm66iYiDQfwSC7APrkmB7EiSXjYze9qPz,8001244.483981,8002860.08,0.0001,2024-07-28 15:58:42
444,TDh3yCuYKgzvfgytFFTDyhGRLz3mRyHBQt,8001002.039114,8002617.58,0.0001,2023-10-11 13:43:27
445,TByU5WCz6VfvD1uhbV87wErzfz6xG4psmh,8000187.749229,8001803.13,0.0001,2024-09-13 10:56:30
446,TLWshLAKGjQXnXd5FqzLWXitdpib9UMazD,8000110.000000,8001725.36,0.0001,2024-05-23 06:02:39
447,TKc81952GSayUzRYG4YtszSS2cRpDzSrW6,8000100.000000,8001715.36,0.0001,2023-10-30 06:50:18
448,TCtViQSpjeK1Fm5ZUZ9Ee6xaz6BTGPPZJ8,8000099.000000,8001714.36,0.0001,2024-09-20 09:28:24
449,THkvbsN93poHK72n5QZakdSX1jmrCBJfy8,8000030.244643,8001645.59,0.0001,2024-08-21 07:17:48
450,TWxhH2Gcm2BBcqx52HWuyjRyCHv4yB5H19,8000010.623780,8001625.97,0.0001,2024-08-21 07:18:39
451,TH49quFc5tT1itmSSm3gDUpkMn4dFZ2H6T,8000001.206550,8001616.55,0.0001,2024-05-17 12:44:03
452,TQdwgHJyfXVEeURaE4zVhCYs4X6Bq74kNj,8000000.000000,8001615.34,0.0001,2023-10-11 13:40:03
453,TKfG3dxqnkdTz51upmofnNbL21S9Tn5dQS,8000000.000000,8001615.34,0.0001,2024-09-21 02:06:42
454,TU7opxf3HAAzaLhuQJuMiE7eyQfFvke5si,7994567.000000,7996181.24,0.0001,2024-04-06 15:53:57
455,TVtnTGK4tuhzmHXF8EV57KAio2UUfrT9CW,7980667.000000,7982278.44,0.0001,2024-08-29 13:42:54
456,TVnr5yL8KzigrimqSwJTwdSaiC1xEBniHA,7976616.760531,7978227.38,0.0001,2024-09-18 14:27:51
457,TYK7GyugddSfQ1daKprQSfUnamt5GYw9u5,7954871.762610,7956477.99,0.0001,2024-08-31 07:58:45
458,TQn9Y2khEsLJW1ChVWFMSMeRDow5KcbLSE,7951427.354350,7953032.89,0.0001,2024-09-21 12:27:18
459,TJRkfdgdQTSTmfQQzFy8RR6o73eLCEorSH,7944341.571523,7945945.67,0.0001,2024-09-14 07:48:15
460,TFdPPre744bUzjina7c4c8exha2SBefN6Q,7936626.000000,7938228.55,0.0001,2024-08-29 13:54:09
461,TBkRcY1WAZ34EKAU7PKcTf3KousmjH4K9r,7928538.810834,7930139.72,0.0001,2024-09-20 07:05:12
462,TLF1qX3ajbiMchJ3H1SiQABFhwhdU7ToVK,7914001.269600,7915599.25,0.0001,2024-02-07 10:22:30
463,TUPmxjDqpArZLPmYDSHp7mTjEK7DW77MLz,7913436.223000,7915034.09,0.0001,2024-09-05 18:51:03
464,TMWdGwqag3N9xjErKwCnope2usQpfjRPBH,7907728.000000,7909324.71,0.0001,2024-08-29 13:47:24
465,TWMTHsUZM2v75Q1AWpxksdUTVsgYXp1iTE,7902748.000000,7904343.70,0.0001,2024-08-29 13:55:24
466,TDs9KZWQffzt5cJcrebwLaQXKuBTD9SMyo,7893648.171513,7895242.04,0.0001,2023-11-07 05:17:24
467,TAzg9kZwCjccrcmuw7KNd6768dbq5y39p4,7890105.548905,7891698.70,0.0001,2024-07-29 05:01:18
468,TBEcsMoTXUjZSZph7Dr43M2ggfCmFAw6S9,7848176.000000,7849760.69,0.0001,2024-09-20 15:50:30
469,TXL7QRsWWx9An75LvaUFjKJfXu6ZCC1NMm,7835371.917744,7836954.02,0.0001,2024-08-31 08:46:03
470,TEGMKX5LVWodRgJ4YQ6eX5zwmFA47ebUHQ,7814525.469554,7816103.36,0.0001,2024-08-31 08:22:00
471,TXk9gRtwg2xo6iYusvkLJZTh8FLBDTwxYV,7803222.609943,7804798.22,0.0001,2024-08-30 05:45:39
472,TDbnU1SaTWrHmsAsxr1q4F3vKWp7tyD25k,7794141.000000,7795714.78,0.0001,2024-06-20 07:31:54
473,TW5n1Nsi9BonCCViQQXNvuxJ8q2LLAMFSZ,7793102.822345,7794676.39,0.0001,2024-09-20 08:28:33
474,TP3qE79ywedJRX8ZmGpx8NmMQadxmVS2kU,7776348.806019,7777918.99,0.0001,2024-09-17 03:37:12
475,TB1e9W7aZzgGiad7U9cu3T8VxCM92Nf8CG,7760099.296208,7761666.20,0.0001,2024-08-31 08:29:45
476,TVEAguhVeAvyw5GkswKzpTWepVgc1zL4hM,7754868.440222,7756434.29,0.0001,2024-08-19 02:30:39
477,TSr3qqZL2rhnRR2fb6B9PKgAXDyA7E8VSG,7750028.655538,7751593.52,0.0001,2024-08-31 10:34:45
478,TUNjDt6BgaXhkwA8Ts4rdoq1yD9nHzLT6a,7746702.600000,7748266.80,0.0001,2024-07-04 05:58:06
479,TTDTRLSHU7rZE8zxq1vy4jaYN5TQ9oACWz,7743958.303834,7745521.95,0.0001,2024-09-19 14:41:24
480,TLADttWpG2d4exWb2fMySDqC6t1ruXxdWE,7728006.490986,7729566.91,0.0001,2024-08-16 06:12:03
481,TKGubwfsPtGs6vQdPPf86rxvzJx25zHbLs,7725524.433160,7727084.35,0.0001,2024-07-07 16:20:09
482,TNqgUsAcmczjLn3LTUD8Cje9qAsXcYYdhN,7721838.378771,7723397.55,0.0001,2024-09-06 11:33:45
483,TCTLKY76qB7ZxMYMkSwznb1sBUfwciz56D,7712341.872578,7713899.13,0.0001,2024-09-19 09:00:27
484,TTqX6fbJ2vkfHvxZqiKVx9K1jkTFKxEU1Z,7705854.182438,7707410.13,0.0001,2024-06-20 15:24:54
485,TRpyPmjScaVavaU8AFb9cWx9WVmLqBahZy,7689488.878301,7691041.52,0.0001,2024-09-20 13:53:30
486,TMCRQqHuL4o1KPBiTTiREaL7YvpRReWZJW,7668271.769484,7669820.13,0.0001,2024-09-19 14:47:39
487,TESJPhRKTWgCxi3LToQtEpxDHgjB3Arw5s,7629306.756310,7630847.25,0.0001,2024-09-19 07:01:24
488,TEy7TsVySAx4F4KcuD74N1rZJQfQkmJyLq,7610107.549997,7611644.17,0.0001,2024-09-13 13:36:42
489,TQdvZwD1enyUn56sMukwbwoujWysRt6S86,7600092.800000,7601627.39,0.0001,2024-06-25 04:20:12
490,TUDTWPgo8fJnWBt6vstLdZew6gT9sbp3Qi,7600002.509851,7601537.08,0.0001,2024-08-16 17:13:39
491,TQFCRvA4XFs3ZSiGqdmGZAWwmj3d91PA3c,7582245.901538,7583776.89,0.0001,2024-09-18 08:42:30
492,THgD3cBaLby7qe3jUqtqKY6nTw8ETj67cX,7571173.125089,7572701.88,0.0001,2024-09-21 09:50:24
493,TGRE7L9rVUACSkqKTvL6jxfacwffQBMCtU,7548956.833980,7550481.10,0.0001,2024-09-20 09:27:54
494,TVM2XHmyVzjktyB1SGLsPvPF8reXR48JMV,7537314.670001,7538836.59,0.0001,2022-07-15 02:56:27
495,TV6g3PBNMaZ7TdaD9BJXHEH5oFxUHxwEu2,7535462.183815,7536983.73,0.0001,2024-09-20 10:21:21
496,TL9k8cnD1QQz2ea4MnoAjDQ9XPMvT2Vpek,7500450.311111,7501964.78,0.0001,2023-09-09 20:34:18
497,TBdbhbkR5tu4CHGQ3gQVwc9EhhSySKuvJC,7500100.000000,7501614.40,0.0001,2024-08-15 07:30:45
498,TFE3meCsffX8xFfWv8Boq7NP3gt2tNmt7C,7499495.740504,7501010.02,0.0001,2024-09-17 06:39:18
499,TB7dATko4gkk4YjQnu9Exf7chpxwiRGab5,7497497.294300,7499011.17,0.0001,2024-09-21 12:17:36
500,TB6GNSSeFvDbx7MPSz7GXbbcxX6kbis54q,7488674.000000,7490186.10,0.0001,2024-06-13 11:31:36
501,TMtH4Pvur6crzDVWynKTdxjqWBw5kf2uaC,7485206.446807,7486717.84,0.0001,2024-09-17 12:28:12
502,TGgMBtr5vS4aNTkDC3QeUmq6SUAoVAVh3Y,7482338.065855,7483848.88,0.0001,2024-09-20 23:50:24
503,TYTqHkDhhtUuHKSmWL4bDfhMGeQpeGPUz6,7455474.095855,7456979.49,0.0001,2024-07-25 05:14:54
504,TF5BS2Qy3MgdddG2FAdT3rttPVHZ9xzf3i,7453487.438342,7454992.43,0.0001,2024-08-31 06:47:18
505,TUQ8DCLqYu17hqUmcwRBZEs2NtqSkx8ajy,7429715.945545,7431216.14,0.0001,2024-09-20 23:48:06
506,TVfws6u5mxX4qSewbkSnvpvoXr6cmtEAec,7427580.035459,7429079.80,0.0001,2024-09-19 12:50:36
507,TJxqbZQnzcTrVBY4bEtSm96g8dPLSpEkyb,7404885.791072,7406380.97,0.0001,2024-09-12 04:22:12
508,TB2cDsYywaVoGpNM1CDJpTB4E79ybs2LVt,7402661.850132,7404156.58,0.0001,2024-09-09 02:31:33
509,TVwWWLhj5oGEaJX5aTbSsotHHWyd27a8MX,7399589.423849,7401083.53,0.0001,2024-09-21 12:09:15
510,TBp6aZEPe6RVWRnG4cGJjLVuEf9JhmPCXC,7398892.440000,7400386.41,0.0001,2024-09-20 11:54:12
511,TFjKKNBqrsjRhmPnimyArxTuPxq5HkG9T7,7397342.703934,7398836.36,0.0001,2024-09-21 12:13:48
512,TYyHUxZQ4b8YGJAP9JiMyg8mpJ4yjYG44F,7366346.745769,7367834.14,0.0001,2024-08-28 12:56:48
513,TQykepWheeEkbcj9FChhYXyBYUt9dm2anJ,7358062.964854,7359548.69,0.0001,2023-10-14 09:01:36
514,TDeidxR4e3GW75fc9YNKKwSp2nNYu8iG4C,7355685.706872,7357170.95,0.0001,2024-06-25 07:21:09
515,TFwoyqb9ckMmVTjN4TYmoz5CUcKcTdVZBZ,7321675.712267,7323154.09,0.0001,2024-09-20 17:57:42
516,TK9yiomSXLkkaXfdczxh27KdUYTHnAFCQf,7319434.852971,7320912.78,0.0001,2024-09-20 13:11:15
517,TRcEE2ygXaLG9FZrq2Tta6aMv2E2tb5hCo,7301735.000000,7303209.35,0.0001,2024-08-02 03:36:36
518,TUVFgWDMkvjrMioJwiMbFNEqPVSTVG3tw7,7300226.329825,7301700.37,0.0001,2024-09-21 05:59:51
519,TD24Af6b13zFmDyGG33N6dGcejGSwr9wrD,7297701.792908,7299175.33,0.0001,2024-08-21 08:21:36
520,TNYB1z4YGfsiyQv4xP3jgVhiiJpEEr3Pkq,7284134.224000,7285605.02,0.0001,2024-09-12 20:29:30
521,TYXfKWL2WRsWgz6M4FkQ3a2iobajE471a2,7282100.000000,7283570.38,0.0001,2024-08-08 04:52:54
522,TSH5RQheG2dX16KQvFc3phrCVYmmpX1bvR,7277956.750130,7279426.30,0.0001,2024-09-19 18:12:27
523,TA2XezmBwH17DaMLK2ALQLYrkcM4xTgAyC,7274860.000000,7276328.92,0.0001,2024-08-25 10:52:48
524,TBNBWmk3idJnHSLMxe3T6okk7SgfPhav3p,7271359.341336,7272827.56,0.0001,2024-09-17 07:56:39
525,TSVpd1CgUqGb66YqQyC7o1g1XjhP3PtFGo,7251259.098845,7252723.26,0.0001,2024-09-03 05:04:24
526,THam6AiU8RcGKUztrE7F7XfMCQWf3RzF1U,7247522.381088,7248985.78,0.0001,2024-09-18 08:01:15
527,TWvLUdKvKzaXtqByWxCN9kAxqozJwt5N6e,7238398.370777,7239859.93,0.0001,2023-10-28 17:18:12
528,TKcuJRcA87PZVohCL3vj7Fc7hT7HYdkmf2,7197655.301108,7199108.63,0.0001,2024-09-16 09:55:18
529,TNQeKvztkEv9CXuAx6zEEttuon4ccok6o6,7188211.119979,7189662.55,0.0001,2024-09-19 03:31:54
530,TX1k8wgg85hoHPaeq7ZTFveSoQ5KsruypG,7180001.139136,7181450.91,0.0001,2024-07-30 20:34:39
531,TFg97szAKpc1Da9uvcz3SBHZCwyWKw2aeL,7170208.351758,7171656.14,0.0001,2024-09-20 15:06:18
532,TN63HcWwVFnYrfPwyxuynhfPBZnVYc7ut7,7168411.639233,7169859.07,0.0001,2024-09-21 11:12:09
533,TTM1JqGvDGcQtYcJFQqvM44awE245U6tHq,7153110.000000,7154554.34,0.0001,2023-09-22 12:57:06
534,TPR9BKfgimno9CZFRcAUDnUX6UKi4tT4wT,7139181.656888,7140623.18,0.0001,2024-08-30 21:01:09
535,TPhqmQNHwdnFJZdfCmRjexkjg64k2hbmUW,7125871.064484,7127309.90,0.0001,2024-09-09 12:24:57
536,TVrFwbv3E5QQcdZRxwivJtF3k8nm7YGMDo,7124992.139919,7126430.80,0.0001,2023-03-05 09:20:48
537,TFbt7XxnT5EC5AyYh75xh4j2MVgTcTNRXE,7120232.035128,7121669.74,0.0001,2024-08-14 20:09:39
538,TKdV5Ls6UaMTyb1zMGZqQKrSbjx2vYjoeQ,7070020.391475,7071447.95,0.0001,2024-05-16 14:44:42
539,TTDtddYjFM98KQbkUm5y6gqpqiGEhiNeYx,7047356.264637,7048779.25,0.0001,2024-09-16 12:57:33
540,TYfD4vFPNydVcCvMctACXNn5QiYc5dbtMg,7043322.960464,7044745.13,0.0001,2024-09-15 05:26:06
541,TNfXh1kC1q2uK5w5AKBE4QJ4rZFAeezxUW,7006294.457971,7007709.15,0.0001,2024-09-07 10:01:42
542,TQ1uNKX3MKqsFNXbUFbweznyry5Qy4UHjv,7004353.023123,7005767.33,0.0001,2024-07-06 23:26:48
543,TJrzFjMPjM59pVB9FhPBP9K25RmMY4AccX,7003924.509589,7005338.73,0.0001,2024-05-04 05:48:30
544,TPwyJwAY8Mzyk2yJvk9bavFzEDo2VFyXiE,7000420.020000,7001833.53,0.0001,2023-11-21 13:14:33
545,TTpyeLpMofaEJ4kD9BJBdqQaW4t6tJPzZS,7000244.098682,7001657.57,0.0001,2024-05-27 04:43:57
546,TCmcb2Y5agzr1NzB3srzQr9Q6k7y6sW8qm,7000200.000000,7001613.46,0.0001,2024-08-27 01:25:54
547,TXNUMHHvazAEPyjECzAqVrnCwJV559ijYv,7000138.263609,7001551.72,0.0001,2024-09-14 07:21:12
548,TVYzeEURfKi1nQSPxh8o4dMKn7GPNFe8FH,7000100.000000,7001513.44,0.0001,2024-08-31 09:53:48
549,TE67aLJim8r5sHSyqGmk5fYtPmcCVPCJ9Z,7000010.000000,7001423.43,0.0001,2024-09-21 12:24:51
550,TEmMcHj6ASCCD6gmprbPw34Xrauyq58sTC,7000007.140000,7001420.56,0.0001,2024-09-13 17:50:39
551,TYwcwgFnmgQk3zQrezLjy1Fs4JQiDLtgV1,7000004.000619,7001417.42,0.0001,2024-09-15 10:13:21
552,TQk7Bz7QrwHNrX9qjmBFd7UCbkxfKMhqKW,7000001.166665,7001414.59,0.0001,2024-01-22 08:14:57
553,TFnq6ZQnvW9vgzE8r4ECq9xfsqqjQV7AGZ,7000000.547055,7001413.97,0.0001,2024-02-07 21:41:33
554,TC1MTetKiWTPLLZpK6k8BRerrxTFsMhtX9,7000000.450107,7001413.87,0.0001,2024-09-08 07:19:45
555,TG2VLFeTtH3tGsUBCp2oUqa9xR4fBoJyLY,7000000.196099,7001413.62,0.0001,2024-08-04 09:29:21
556,TPHL87vmDRBcjFXoYDY3b7hEDfqh5HUH9Y,7000000.055000,7001413.48,0.0001,2024-01-31 19:31:21
557,TSi9rUxV9JyR5pqsoMFUGnagtr8cG2JD96,7000000.000000,7001413.42,0.0001,2024-07-28 07:01:09
558,TQYodfsZu8mizcSiXiia8VnJU1LZSNLxkb,7000000.000000,7001413.42,0.0001,2024-04-13 07:07:18
559,THk7nFKoSVboze4Kq9Ez3535QLHBQt7hM4,7000000.000000,7001413.42,0.0001,2024-09-17 10:50:21
560,THUKiPVh4DXerZBqpSSyr6hpB9gYByvZLD,7000000.000000,7001413.42,0.0001,2024-04-30 00:51:18
561,TCwnx9X9ifU1shgkuCbqbuhRcKxG3GNghP,6995539.578315,6996952.10,0.0001,2024-03-01 12:41:48
562,TJcm4cbkt5ivPv2DMQMsHaGPAVA6E7eMKa,6976811.000000,6978219.74,0.0001,2024-08-22 15:13:54
563,TBxZJktrRmpapKCbvSLu9r79wW1aQoxvct,6970918.439992,6972325.99,0.0001,2024-08-28 13:56:39
564,TQ5psxaW75j36SxoYDSBUD86KQXYfkUuCM,6967060.806510,6968467.58,0.0001,2024-09-11 06:12:03
565,TP3uqgSmCf5gubqT6UkZNWF6UAQpePYyX4,6966295.714776,6967702.33,0.0001,2024-09-21 05:45:57
566,TPzpZWeTg8MQNECJpA9CBZAb26UGtU97Ae,6956594.171000,6957998.83,0.0001,2024-08-16 03:42:30
567,TNhzefFYUd9s8E9tb1VuKffzWPYKXbsd2u,6944609.631961,6946011.87,0.0001,2024-09-19 11:17:51
568,TNPCVVKAuLVyLH8wYsVNwteoKJXScWNoR4,6942909.415502,6944311.31,0.0001,2024-09-19 07:43:45
569,TDdqPLsTgBtopmUAkzFcWcZzYN8K8vJs1q,6936003.032000,6937403.53,0.0001,2024-05-11 03:35:09
570,TGefiZeEwWv5wzy8kgD6shV9ZHFb1wh3ep,6931520.739246,6932920.34,0.0001,2024-03-21 05:56:12
571,TKccDa7373QWGELYoDMFYAFrzU48CaB8vv,6923207.128713,6924605.05,0.0001,2024-09-07 09:59:18
572,TM8Ro8nj5P5vPw2eiMhWhhcdgmyAQLyDfE,6921537.162203,6922934.74,0.0001,2024-09-18 14:57:06
573,TUdFK8RDgoLqfrnyB9wcgNpicvpJJTyrkb,6917159.729208,6918556.43,0.0001,2022-09-15 10:45:15
574,TGEmNtZhUwXZ1k1sKcNdEgUyaWFWA94giq,6910537.701410,6911933.06,0.0001,2024-07-12 11:04:06
575,TMYKWwRwUoLknttqkKbd9PNnspuMwXFBmb,6898561.992720,6899954.93,0.0001,2024-09-21 12:27:18
576,TRg1GgB82bamPrC4bRP2CVpqK7ZkxWBqQL,6897834.869731,6899227.66,0.0001,2024-09-21 07:19:42
577,TYs8Aupg4iXDhifXm1kaCb1MfMcPjLn5RE,6863214.946969,6864600.75,0.0001,2024-09-20 08:55:54
578,TTyx3PzfPpc7r4YfSdjVD3YxsZ8dFUVfkG,6813522.030200,6814897.80,0.0001,2024-09-17 02:22:45
579,TNi6QuZhnaZs8AXPRhgbsbZVTivNfurngm,6813161.707199,6814537.40,0.0001,2024-09-20 13:31:54
580,TPJW9i7AUTGYonVeabGjoEh5Whoc5mEBoC,6805000.000000,6806374.05,0.0001,2024-09-17 10:55:54
581,TFpQxvnAavyTmt8ig7f3gXHzrENZXSb1CR,6800001.274176,6801374.31,0.0001,2023-10-26 10:16:42
582,TA952xLMPX3WWsnyogDPQ7ztgom5KYgAbL,6800000.872881,6801373.91,0.0001,2023-10-26 08:43:24
583,TFrQN3wkPNk1eYk5XsHCxYczurQ5STH3p3,6800000.732068,6801373.77,0.0001,2023-10-26 09:21:27
584,TG9aF4xQj9UumTBn9XpY7yNnKjwbA8ZjD7,6800000.651676,6801373.69,0.0001,2023-10-26 08:28:00
585,TPQwMmCfV6AtQHfULmgwRqLCZp7xAESuPc,6800000.062489,6801373.10,0.0001,2023-10-26 08:59:51
586,TNjsVfjdhGinqDa2kXvDnmcUZzEyidAwW9,6767011.385110,6768377.76,0.0001,2024-05-13 10:19:33
587,TUvQSN7LPoamNeGd74HmEJtDm4jaFvKikf,6753237.620031,6754601.22,0.0001,2024-09-20 20:12:30
588,TPsy9Tqm4Vbm3xWxmc8hBvdAgGRYnPNwmn,6748538.188782,6749900.84,0.0001,2024-09-21 07:06:12
589,TXq81tvYDG6YPq6ptM72YWcBJSTq6nnhRD,6723196.283028,6724553.81,0.0001,2024-09-02 06:21:45
590,TCWrNvACxXJHvx94HyVz73ii2GfHyfK6MM,6713196.598227,6714552.11,0.0001,2024-07-16 08:35:00
591,THfVrCXPHXCXgXkzsH3TXUEa9QE1KcsCaB,6704240.238069,6705593.94,0.0001,2024-09-18 20:25:57
592,TJyU8BFPzfxHSXq5m8Vc544iNoNnJczkLt,6693540.001000,6694891.54,0.0001,2024-07-11 09:45:18
593,TNwA2cssKLZhrexuyniYs8MKtiNddiiuNn,6692673.047651,6694024.42,0.0001,2024-07-07 10:10:00
594,TVw7H9wyXnmpszHXvTesGvK14gnAZKZ6Lz,6664250.000000,6665595.63,0.0001,2024-08-29 11:26:24
595,TAzMFxhCEQvh4foU39pgRuEmhYn8M88auM,6649919.287521,6651262.02,0.0001,2024-09-20 15:34:42
596,TVh1PF9xr4zC5uAqRcCbxF1By6ucp95G4i,6623128.548369,6624465.87,0.0001,2024-09-21 11:24:03
597,TJXWFdJaJvExPqiCouDHc8RJg87x3TtPoq,6622304.527994,6623641.69,0.0001,2024-09-18 18:07:57
598,TR581Ha2Bsb2ZTFXMJ64p36g74UBeBx1TF,6611058.643148,6612393.53,0.0001,2024-09-21 11:12:42
599,TEP3N1hr6ySpKFLVYeKvHrQPATYJyLE3eT,6606225.930855,6607559.84,0.0001,2024-07-26 12:02:33
600,TXByfwCqw899fEPAWTuF3gkhPvfLMLvdr9,6599045.423986,6600377.89,0.0001,2024-09-05 04:02:33
601,TAZUjV9C2p8G6JFcYXBJqqaG8y36F7ZTTU,6590005.281082,6591335.92,0.0001,2024-07-04 08:53:51
602,TQq26fUorctUZvrAgKg8Wz6QyYHvYd6xWK,6587554.211937,6588884.36,0.0001,2024-09-21 11:18:21
603,TUezkhrZPQyk6AcMnEn8VDU6G4Gho7ZcMc,6554981.899070,6556305.47,0.0001,2024-09-21 12:15:51
604,TWrYbSgPBULQoLpH6ScFKUuXkt6UU6J9LH,6550019.501526,6551342.07,0.0001,2024-09-09 16:56:18
605,TVhKou9VmY82BpiZtBCBUbr5gwokVLPMoL,6545011.259535,6546332.81,0.0001,2024-09-12 13:53:57
606,TDdgFEmfYuZyVtqGjRXrNx6VYU49qM3fYe,6542807.003437,6544128.11,0.0001,2023-08-16 12:54:09
607,TZJoxgTjkgZmCZamxp79N6hdyD4XMaXCcf,6527020.141933,6528338.06,0.0001,2024-07-11 08:28:30
608,TG8eS14GvQJ1Qi4iWoePavD8oBiSNVNqzi,6511832.426551,6513147.28,0.0001,2024-09-20 04:01:09
609,TZ2F569v6bcQtkz5fi4Jsq3YTMCpZwEg2w,6506150.000000,6507463.71,0.0001,2024-07-30 11:22:33
610,TNGXGNRneTerdqS5Vr7sFChZor9pnHPYbA,6504995.059006,6506308.53,0.0001,2023-12-16 10:38:12
611,TAs4doT9v6Xk3jJGPfdiWmZrQa87Qqhv7y,6500498.720000,6501811.29,0.0001,2024-02-15 17:46:33
612,TRvfmWLwyqFBujYE7sNrFDx5vXaUHAyhB2,6500100.000000,6501412.48,0.0001,2024-07-15 12:15:30
613,TBXp9mk5c7VzBS56FBxo2ZZxFTsnjBbhGp,6500001.001000,6501313.47,0.0001,2024-09-10 11:23:18
614,TUNuqb3aVDu3RkMtN6shZ7DL5DUe9K7JxD,6500000.000000,6501312.46,0.0001,2024-09-21 08:41:09
615,TEP3Y7yeiQNpod2dMuxsN6zQHTbkbnRV6X,6499735.205222,6501047.62,0.0001,2024-05-04 22:16:36
616,TEvp1M4XgauhFzfYRdWHAKpPq3uLqWZ1Ev,6494638.027521,6495949.41,0.0001,2024-04-03 07:26:39
617,TUV2aDWQqXv2DYRqV5rVEnC4oKDnGXjqfE,6488280.000000,6489590.10,0.0001,2023-04-09 14:58:09
618,TLFnyDXWAC29ZWsecxgq1QnPckMqHymFkH,6483150.879094,6484459.94,0.0001,2024-08-21 13:14:45
619,TTaUi5RQYXe5C1bBR8wLF9GwVNqT8ZZXoL,6470001.000000,6471307.41,0.0001,2024-08-06 15:15:15
620,THqZjj9tVfogEstCLqvsNfNfHnPpuaSZzH,6466537.000000,6467842.71,0.0001,2024-08-27 17:13:27
621,TJfSJhVxGgtQx9TPh4QnHoQWN7hCJCNUz6,6460881.242596,6462185.81,0.0001,2024-09-20 18:46:12
622,TDQZjaGKMCbaysuRvNYYMZsRX1s8s96kmT,6458801.245534,6460105.39,0.0001,2024-09-20 18:31:51
623,THu8CbEHruUGxQzbVUkvqM5YSx7xXH8Wdr,6457027.000000,6458330.79,0.0001,2024-07-03 13:01:12
624,TLfZo1v9EMbvCqwKaWPGqEBzvQFVPNkRDa,6449867.323333,6451169.66,0.0001,2024-09-13 12:20:00
625,TDFfPUJV7MmDKCesaSXUzwaR8sZDBDvcbc,6445625.296709,6446926.78,0.0001,2024-09-08 15:18:15
626,TBSMhULmnaTmR784EHMGHdJ1zupNSD4Q9S,6433091.642119,6434390.60,0.0001,2024-09-20 13:59:27
627,TVh2X5m9YZAzhzEiTNQy4b2dgFujniisp4,6406858.206979,6408151.86,0.0001,2024-08-09 06:52:27
628,TTEc7imZqAzoonk47Q9kRHci5K7zcbEYRT,6403575.406092,6404868.40,0.0001,2024-09-21 11:16:51
629,TW6QRTqDUL9oEG6qnMkZZCYvn4tkHBteUN,6399979.479688,6401271.75,0.0001,2024-09-21 08:08:45
630,TKTKSx3jHhE4zjYmu7Xo6rCeZoSNJ3gQtC,6399785.926134,6401078.16,0.0001,2023-07-21 16:19:30
631,TY5dr57xg76xzVX9kyxifpf2BT4tRL47J9,6396024.933149,6397316.40,0.0001,2024-09-21 12:19:39
632,TQsyCtQSioz7BkjPT5NLrFYjFoUEWJY4AA,6392071.604556,6393362.28,0.0001,2024-09-20 16:54:48
633,THdAsbz6KVcGUzjiXMMDDFZvF3ETL2d1pX,6387104.525539,6388394.19,0.0001,2024-08-24 19:42:57
634,TCLAvSBQJmU7oU9hv7JACFUshnZDQ1UPh4,6375596.129075,6376883.47,0.0001,2024-09-07 13:21:42
635,TFyJjuU5FQmHux5hc7MmFCekNbBLRdeYda,6374085.320995,6375372.36,0.0001,2024-09-21 11:16:06
636,TQkSS8KwVwjjRC7oQS7FBRWsNHsZwHBTko,6369096.254876,6370382.29,0.0001,2024-09-07 04:58:45
637,TBmcSXQV5wiAN9MryAFPwhvDHBBRn6wiAv,6364146.413692,6365431.45,0.0001,2024-09-11 19:51:45
638,TXxmzZD3fRbtGhfg7pb5v9ioSuGdX1M1BT,6337814.060937,6339093.78,0.0001,2024-09-05 19:36:39
639,TPXfkQLTytwww2SrRY63vMrCmwy3t8theN,6329939.368373,6331217.49,0.0001,2024-09-21 07:52:06
640,TNp5gsJhBmZFXgCdgjMgr8pEZ8fHgXUHDq,6325493.801514,6326771.03,0.0001,2024-09-21 12:26:12
641,TDGKyJAVwAJzuoVycL9ko7jiwEEPtiHEGz,6325357.330000,6326634.53,0.0001,2024-09-21 09:46:00
642,TPQ9VsKMrxcwWQ7cDsKwWN951Tpz4upFtk,6305555.688573,6306828.89,0.0001,2024-09-04 14:29:24
643,TQ2DuWPaFASA3VfvoNeLKjK7gmqV1YN8zt,6300012.364145,6301284.45,0.0001,2024-08-04 12:26:21
644,TRRTsmM9GFzF3qKZaeY8HsysocG4akzQao,6300010.004690,6301282.09,0.0001,2023-05-09 17:06:06
645,TMhBh6zH7k2L8fMzidk7k7pjaAa5L7cYDb,6294995.108698,6296266.18,0.0001,2024-01-11 05:01:48
646,THVaGo6gDgJqFJ8yKCqHD2By9v8imvv35y,6284000.000000,6285268.85,0.0001,2024-09-03 08:31:09
